rank,intersection_id,street_names,neighbourhood,transit_stops_100m,transit_stops_250m,transit_stops_400m,transit_departures_250m,transit_departures_am_peak_250m,transit_score,metric,value,source,methodology_note
464,CNV-INT-0126,E 14TH ST / RUFUS AVE,,0,0,0,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
465,CNV-INT-0347,HANES AVE / W 1ST ST,Marine-Hamilton,0,0,2,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
466,CNV-INT-0348,MACKAY RD / W 1ST ST,Marine-Hamilton,0,0,0,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
467,CNV-INT-0073,E ESPLANADE / ST. PATRICKS AVE,Lower Lonsdale,0,0,3,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
468,CNV-INT-0071,ALDER ST / ST. PATRICKS AVE,Lower Lonsdale,0,0,3,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
469,CNV-INT-0161,E 19TH ST / RIDGEWAY AVE,Grand Boulevard,0,0,0,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
470,CNV-INT-0414,MAHON AVE / W 23RD ST,Mahon,0,0,1,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
471,CNV-INT-0038,E 5TH ST / HENDRY AVE,Moodyville,0,0,6,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
472,CNV-INT-0180,E 12TH ST / RIDGEWAY AVE,Central Lonsdale,0,0,3,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
473,CNV-INT-0002,LOW LEVEL RD,Moodyville,0,0,2,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
474,CNV-INT-0308,CHESTERFIELD AVE / W 6TH ST,Lower Lonsdale,0,0,9,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
475,CNV-INT-0249,E 25TH ST / ST. GEORGES AVE,Tempe,0,0,6,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
476,CNV-INT-0412,MAHON AVE / W 22ND ST,Mahon,0,0,1,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
477,CNV-INT-0416,MAHON AVE / W 24TH ST,Mahon,0,0,1,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
478,CNV-INT-0400,MAHON AVE / W 19TH ST,Mahon,0,0,1,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
479,CNV-INT-0419,LARSON RD / W 23RD ST,Mahon,0,0,3,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
480,CNV-INT-0420,JONES AVE / W 24TH ST,Mahon,0,0,1,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
481,CNV-INT-0421,LARSON RD / W 24TH ST,Mahon,0,0,5,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
482,CNV-INT-0248,E 25TH ST,Tempe,0,0,8,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
483,CNV-INT-0021,HENDRY AVE / SHAVINGTON ST,Moodyville,0,0,2,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
484,CNV-INT-0019,E 4TH ST / HENDRY AVE,Moodyville,0,0,2,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
485,CNV-INT-0402,MAHON AVE / W 20TH ST,Mahon,0,0,1,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
486,CNV-INT-0399,JONES AVE / W 18TH ST,Mahon,0,0,4,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
487,CNV-INT-0069,E ESPLANADE / LOW LEVEL RD,Lower Lonsdale,0,0,4,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
488,CNV-INT-0172,E 23RD ST / GRAND BLVD,Grand Boulevard,0,0,0,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
489,CNV-INT-0163,E 20TH ST / MOODY AVE,Grand Boulevard,0,0,2,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
490,CNV-INT-0067,E 1ST ST / E ST. DAVIDS AVE / ST. DAVIDS AVE,Lower Lonsdale,0,0,4,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
491,CNV-INT-0066,E 1ST ST / E ST. DAVIDS AVE,Lower Lonsdale,0,0,4,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
492,CNV-INT-0065,ALDER ST / E ST. DAVIDS AVE,Lower Lonsdale,0,0,2,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
493,CNV-INT-0169,E 20TH ST / RIDGEWAY AVE,Grand Boulevard,0,0,0,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
494,CNV-INT-0171,E 21ST ST / MOODY AVE,Grand Boulevard,0,0,2,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
495,CNV-INT-0173,E 22ND ST / MOODY AVE,Grand Boulevard,0,0,0,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
496,CNV-INT-0398,MAHON AVE / W 18TH ST,Mahon,0,0,3,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
497,CNV-INT-0175,E 22ND ST / RIDGEWAY AVE,Grand Boulevard,0,0,0,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
498,CNV-INT-0176,E 23RD ST / RIDGEWAY AVE,Grand Boulevard,0,0,0,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
499,CNV-INT-0040,CLOVERLEY ST / HENDRY AVE,Moodyville,0,0,8,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
500,CNV-INT-0263,E ESPLANADE / ST. GEORGES AVE,Lower Lonsdale,0,0,9,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
501,CNV-INT-0262,ST. GEORGES AVE / VICTORY SHIP WAY,Lower Lonsdale,0,0,4,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
502,CNV-INT-0258,E ESPLANADE / ST. ANDREWS AVE,Lower Lonsdale,0,0,4,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
503,CNV-INT-0208,E 19TH ST / ST. ANDREWS AVE,Central Lonsdale,0,0,0,0.0,0.0,12.76,transit_score,12.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
