rank,intersection_id,street_names,neighbourhood,onstreet_supply_250m,onstreet_peak_occupancy_250m,offstreet_spaces_400m,pay_stations_250m,accessible_parking_250m,parking_access_score,metric,value,source,methodology_note
451,CNV-INT-0332,DONAGHY AVE / W 1ST ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
452,CNV-INT-0331,FELL AVE / W 1ST ST / W 2ND ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
453,CNV-INT-0330,AUTOMALL DR,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
454,CNV-INT-0328,AUTOMALL DR,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
455,CNV-INT-0318,FELL AVE / HARBOURSIDE DR,Marine-Hamilton,0.0,,0.0,0,1,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
456,CNV-INT-0327,AUTOMALL DR / FELL AVE,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
457,CNV-INT-0326,MISSION RD / W 1ST ST,Squamish Nation (Mission IR 1),0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
458,CNV-INT-0325,COPPING ST / GOSTICK PL,Marine-Hamilton,0.0,,0.0,0,1,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
459,CNV-INT-0324,W 1ST ST / W 2ND ST,Squamish Nation (Mission IR 1),0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
460,CNV-INT-0323,BEWICKE AVE / COPPING ST,Marine-Hamilton,0.0,,0.0,0,1,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
461,CNV-INT-0322,MISSION RD / W ESPLANADE,Squamish Nation (Mission IR 1),0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
462,CNV-INT-0319,GOSTICK PL / HARBOURSIDE DR,Marine-Hamilton,0.0,,0.0,0,1,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
463,CNV-INT-0238,MAITLAND AVE / SOMERSET ST,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
464,CNV-INT-0236,BRAND ST / MAITLAND AVE,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
465,CNV-INT-0148,E 17TH ST / W GRAND BLVD,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
466,CNV-INT-0157,E 18TH ST / MOODY AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
467,CNV-INT-0166,UPPER LEVELS RAMP,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
468,CNV-INT-0165,BOULEVARD CRES / E 21ST ST / UPPER LEVELS RAMP,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
469,CNV-INT-0164,BOULEVARD CRES / E 19TH ST / E GRAND BLVD,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
470,CNV-INT-0163,E 20TH ST / MOODY AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
471,CNV-INT-0162,E 20TH ST / QUEENSBURY AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
472,CNV-INT-0160,E 19TH ST / QUEENSBURY AVE / W GRAND BLVD,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
473,CNV-INT-0159,E 19TH ST / GRAND BLVD / MOODY AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
474,CNV-INT-0156,CASANO DR / RUFUS DR,Cedar Village,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
475,CNV-INT-0168,BOULEVARD CRES / SUTHERLAND AVE / UPPER LEVELS RAMP,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
476,CNV-INT-0155,CEDAR VILLAGE CL / CEDAR VILLAGE CRES,Cedar Village,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
477,CNV-INT-0154,E 18TH ST / WILLIAM AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
478,CNV-INT-0153,CEDAR VILLAGE CRES / RUFUS DR,Cedar Village,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
479,CNV-INT-0152,E 19TH ST / SUTHERLAND AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
480,CNV-INT-0151,E 18TH ST / W GRAND BLVD,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
481,CNV-INT-0150,E 18TH ST / E GRAND BLVD,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
482,CNV-INT-0149,E 18TH ST / SUTHERLAND AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
483,CNV-INT-0167,UPPER LEVELS RAMP,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
484,CNV-INT-0170,E 21ST ST / QUEENSBURY AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
485,CNV-INT-0235,MAITLAND AVE / TEMPE CRES,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
486,CNV-INT-0198,E 16TH ST / MOODY AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
487,CNV-INT-0234,E 26TH ST / RIDGEWAY AVE,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
488,CNV-INT-0233,TEMPE GLEN DR / TEMPE KNOLL DR,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
489,CNV-INT-0232,E 25TH ST / RIDGEWAY AVE,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
490,CNV-INT-0231,E 24TH ST / RIDGEWAY AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
491,CNV-INT-0230,26TH CRES / E 26TH ST / WILDING WAY,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
492,CNV-INT-0229,VINEDALE RD / WILDING PL / WILDING WAY,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
493,CNV-INT-0199,E 17TH ST / MOODY AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
494,CNV-INT-0186,E 15TH ST / MOODY AVE,Grand Boulevard,0.0,,0.0,0,2,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
495,CNV-INT-0171,E 21ST ST / MOODY AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
496,CNV-INT-0184,E 14TH ST / MOODY AVE,Grand Boulevard,0.0,,0.0,0,2,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
497,CNV-INT-0179,TEMPE KNOLL DR / WILDING WAY,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
498,CNV-INT-0178,E 22ND ST / SUTHERLAND AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
499,CNV-INT-0177,BOULEVARD CRES / LYNN VALLEY RD / UPPER LEVELS HWY,Tempe,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
500,CNV-INT-0174,E 22ND ST / QUEENSBURY AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
501,CNV-INT-0173,E 22ND ST / MOODY AVE,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
502,CNV-INT-0172,E 23RD ST / GRAND BLVD,Grand Boulevard,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
503,CNV-INT-0503,WESTVIEW CRES / WESTVIEW DR,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
